GAME_ID,GAME_DATE,TEAM_ABBREVIATION_x,GAME_NO_x,AVG_PTS_x,AVG_AST_x,AVG_OREB_x,AVG_DREB_x,OFF_EFF_x,DEF_EFF_x,ELO_x,TEAM_ABBREVIATION_y,GAME_NO_y,AVG_PTS_y,AVG_AST_y,AVG_OREB_y,AVG_DREB_y,OFF_EFF_y,DEF_EFF_y,ELO_y,DIS_PTS,DIS_AST,DIS_OREB,DIS_DREB,DIS_OFF_EFF,DIS_DEF_EFF,DIS_ELO,PREDICTION,WL_x,MIN_x,PTS_x,FGM_x,FGA_x,FG_PCT_x,FG3M_x,FG3A_x,FG3_PCT_x,FTM_x,FTA_x,FT_PCT_x,OREB_x,DREB_x,REB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PLUS_MINUS_x,WL_y,MIN_y,PTS_y,FGM_y,FGA_y,FG_PCT_y,FG3M_y,FG3A_y,FG3_PCT_y,FTM_y,FTA_y,FT_PCT_y,OREB_y,DREB_y,REB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PLUS_MINUS_y
0022000316,2021-02-01,MIL,20.0,119.78947368421052,26.42105263157895,11.0,37.36842105263158,116.5148,109.6038,1518.2311,POR,19.0,115.0,20.88888888888889,9.777777777777779,33.94444444444444,113.0036,113.8771,1511.7849999999999,4.78947368421052,5.532163742690059,1.2222222222222214,3.4239766081871394,3.511199999999988,-4.273299999999992,6.446100000000115,,1,241,134,53,96,0.552,21,42.0,0.5,7,12,0.583,9.0,44.0,53.0,38,10.0,7,12,13,28.0,0,239,106,39,104,0.375,15,42.0,0.357,13,13,1.0,14.0,31.0,45.0,19,8.0,6,11,10,-28.0
0022000317,2021-02-01,NOP,19.0,110.55555555555556,23.61111111111111,11.222222222222221,35.611111111111114,109.4369,111.6366,1466.6795,SAC,20.0,113.15789473684211,25.31578947368421,10.31578947368421,32.63157894736842,111.9209,118.4279,1473.9570999999999,-2.6023391812865526,-1.7046783625730981,0.9064327485380108,2.9795321637426966,-2.484000000000009,-6.791299999999993,-7.277599999999893,,0,241,109,40,101,0.396,9,30.0,0.3,20,24,0.833,17.0,29.0,46.0,22,11.0,5,10,22,-9.0,1,239,118,42,88,0.477,14,43.0,0.326,20,26,0.769,13.0,39.0,52.0,31,3.0,8,20,18,9.0
0022000318,2021-02-01,OKC,19.0,107.27777777777777,22.444444444444443,7.277777777777778,36.5,105.5999,112.5451,1490.3848000000003,HOU,19.0,111.0,23.0,8.666666666666666,35.5,107.6277,106.2271,1508.4026,-3.7222222222222285,-0.5555555555555571,-1.3888888888888884,1.0,-2.027799999999999,6.318000000000012,-18.017799999999625,,0,240,106,39,89,0.438,13,34.0,0.382,15,19,0.789,8.0,37.0,45.0,21,8.0,8,16,13,-30.0,1,241,136,49,102,0.48,28,52.0,0.538,10,11,0.909,10.0,40.0,50.0,30,8.0,6,11,20,30.0
0022000319,2021-02-01,DAL,21.0,108.7,22.3,8.3,34.3,109.038,111.0944,1467.3473999999994,PHX,19.0,110.44444444444444,26.166666666666668,8.222222222222221,36.111111111111114,110.1507,107.2141,1509.7781000000002,-1.74444444444444,-3.866666666666667,0.07777777777777928,-1.8111111111111171,-1.1127000000000038,3.880299999999991,-42.4307000000008,,0,239,108,37,86,0.43,10,32.0,0.313,24,25,0.96,7.0,35.0,42.0,16,9.0,7,14,17,-1.0,1,239,109,43,92,0.467,13,35.0,0.371,10,12,0.833,11.0,34.0,45.0,19,7.0,3,16,24,1.0
0022000320,2021-02-01,SAS,21.0,111.7,25.0,9.55,35.85,110.0818,109.6383,1518.5520000000001,MEM,15.0,108.21428571428571,27.642857142857142,10.571428571428571,34.785714285714285,105.9144,105.3551,1528.221,3.4857142857142946,-2.6428571428571423,-1.0214285714285705,1.0642857142857167,4.167400000000001,4.283200000000008,-9.668999999999869,,0,239,102,37,89,0.416,13,37.0,0.351,15,22,0.682,10.0,32.0,42.0,28,8.0,7,14,13,-31.0,1,241,133,52,93,0.559,15,30.0,0.5,14,18,0.778,10.0,43.0,53.0,37,11.0,11,9,16,31.0
0022000322,2021-02-02,IND,21.0,113.1,26.5,8.65,33.9,111.122,109.2061,1508.8939999999996,MEM,16.0,109.86666666666666,28.266666666666666,10.533333333333333,35.333333333333336,107.7406,105.1909,1537.9428,3.2333333333333343,-1.7666666666666657,-1.8833333333333329,-1.4333333333333371,3.3813999999999993,4.015200000000007,-29.048800000000483,,1,241,134,49,82,0.598,16,29.0,0.552,20,29,0.69,9.0,33.0,42.0,30,8.0,8,18,19,18.0,0,240,116,42,93,0.452,9,25.0,0.36,23,24,0.958,10.0,26.0,36.0,27,11.0,7,16,22,-18.0
0022000323,2021-02-02,ORL,22.0,104.66666666666667,22.428571428571427,11.714285714285714,34.80952380952381,104.4975,110.9157,1447.8278000000003,TOR,21.0,111.25,24.5,10.25,32.9,110.1703,109.18,1476.2240000000002,-6.583333333333329,-2.071428571428573,1.4642857142857135,1.9095238095238116,-5.672799999999995,1.7356999999999942,-28.396199999999908,,0,239,108,41,89,0.461,14,38.0,0.368,12,14,0.857,9.0,37.0,46.0,24,4.0,4,16,22,-15.0,1,240,123,40,83,0.482,20,45.0,0.444,23,25,0.92,6.0,34.0,40.0,32,14.0,4,11,18,15.0
0022000324,2021-02-02,BKN,23.0,122.18181818181819,27.09090909090909,8.590909090909092,36.90909090909091,117.4107,113.0864,1531.1788999999997,LAC,22.0,114.47619047619048,24.761904761904763,9.19047619047619,34.476190476190474,117.8085,109.8206,1584.2730000000004,7.705627705627705,2.329004329004327,-0.5995670995670981,2.432900432900432,-0.3977999999999895,3.2657999999999987,-53.09410000000071,,1,240,124,45,79,0.57,13,31.0,0.419,21,26,0.808,6.0,38.0,44.0,25,6.0,4,16,17,4.0,0,240,120,45,99,0.455,15,36.0,0.417,15,17,0.882,11.0,28.0,39.0,21,12.0,5,8,18,-4.0
0022000325,2021-02-02,UTA,21.0,113.6,23.7,11.65,37.75,115.3065,107.8461,1581.1211000000005,DET,21.0,108.35,23.9,10.45,32.5,106.5074,110.7343,1431.0443999999995,5.25,-0.1999999999999993,1.200000000000001,5.25,8.799099999999996,-2.8881999999999977,150.07670000000098,,1,240,117,38,82,0.463,16,42.0,0.381,25,29,0.862,8.0,36.0,44.0,23,9.0,6,13,17,12.2,0,239,105,39,93,0.419,9,27.0,0.333,18,20,0.9,12.0,34.0,46.0,18,7.0,5,15,21,-12.0
0022000326,2021-02-02,GSW,21.0,112.4,26.5,8.6,35.55,107.2212,108.0797,1515.1257999999998,BOS,19.0,111.61111111111111,22.77777777777778,10.944444444444445,33.333333333333336,111.0927,108.6596,1512.3177999999996,0.7888888888888914,3.7222222222222214,-2.344444444444445,2.2166666666666615,-3.8714999999999975,-0.579899999999995,2.80800000000022,,0,240,107,38,83,0.458,15,37.0,0.405,16,23,0.696,6.0,30.0,36.0,30,9.0,4,11,23,-4.6,1,239,111,39,84,0.464,13,34.0,0.382,20,27,0.741,12.0,39.0,51.0,16,3.0,4,15,20,4.0
0022000559,2021-02-02,WAS,17.0,116.8125,25.5,9.9375,33.5625,110.5002,115.1709,1438.9101999999998,POR,20.0,114.52631578947368,20.789473684210527,10.0,33.78947368421053,112.2807,114.5511,1501.9705,2.286184210526315,4.710526315789473,-0.0625,-0.22697368421052744,-1.7804999999999893,0.6197999999999979,-63.0603000000001,,0,239,121,46,83,0.554,16,40.0,0.4,13,17,0.765,6.0,33.0,39.0,32,2.0,5,13,21,-11.0,1,241,132,44,95,0.463,21,46.0,0.457,23,23,1.0,14.0,30.0,44.0,19,6.0,1,9,19,11.0
0022000327,2021-02-03,CHA,22.0,109.57142857142857,28.571428571428573,10.761904761904763,33.19047619047619,109.3527,109.9705,1495.8801000000005,PHI,22.0,113.85714285714286,23.61904761904762,10.285714285714286,35.666666666666664,111.0956,107.0068,1566.1829,-4.285714285714292,4.9523809523809526,0.4761904761904763,-2.4761904761904745,-1.742900000000006,2.963700000000003,-70.30279999999948,,0,241,111,39,87,0.448,14,37.0,0.378,19,23,0.826,10.0,27.0,37.0,28,5.0,4,16,22,-7.0,1,241,118,41,79,0.519,10,24.0,0.417,26,32,0.813,10.0,30.0,40.0,23,9.0,6,18,21,7.0
0022000328,2021-02-03,CLE,22.0,103.95238095238095,23.38095238095238,11.666666666666666,32.857142857142854,104.4498,108.6603,1486.6741,LAC,23.0,114.72727272727273,24.59090909090909,9.272727272727273,34.18181818181818,117.7568,110.3387,1572.7566000000004,-10.774891774891785,-1.2099567099567103,2.3939393939393927,-1.3246753246753258,-13.307000000000002,-1.6783999999999963,-86.08250000000044,,0,240,99,41,92,0.446,4,10.0,0.4,13,17,0.765,11.0,26.0,37.0,21,8.0,6,8,14,-22.0,1,241,121,44,79,0.557,20,34.0,0.588,13,17,0.765,8.0,38.0,46.0,22,4.0,6,14,20,22.0
0022000329,2021-02-03,MIL,21.0,120.5,27.0,10.9,37.7,117.1495,109.2261,1528.0456,IND,22.0,114.0952380952381,26.666666666666668,8.666666666666666,33.857142857142854,112.0569,109.3911,1519.7280999999996,6.404761904761898,0.33333333333333215,2.2333333333333343,3.8428571428571487,5.0926000000000045,-0.16499999999999204,8.317500000000337,,1,239,130,48,102,0.471,21,48.0,0.438,13,14,0.929,11.0,42.0,53.0,33,13.0,7,12,11,20.0,0,242,110,43,95,0.453,11,34.0,0.324,13,15,0.867,8.0,38.0,46.0,28,7.0,6,14,13,-20.0
0022000330,2021-02-03,ATL,21.0,112.5,24.1,11.3,35.95,111.0563,108.5884,1497.8087999999998,DAL,22.0,108.66666666666667,22.0,8.238095238095237,34.333333333333336,108.8325,110.8356,1458.5625999999995,3.8333333333333286,2.1000000000000014,3.0619047619047635,1.6166666666666671,2.223799999999997,-2.2472000000000065,39.24620000000027,,0,241,116,45,90,0.5,14,38.0,0.368,12,17,0.706,13.0,33.0,46.0,31,6.0,4,16,20,-6.0,1,240,122,43,93,0.462,13,40.0,0.325,23,25,0.92,13.0,32.0,45.0,27,8.0,7,10,19,6.0
0022000331,2021-02-03,MIA,21.0,106.85,25.75,6.85,34.6,106.255,111.6746,1448.6291000000003,WAS,18.0,117.05882352941177,25.88235294117647,9.705882352941176,33.529411764705884,111.2851,116.3181,1430.7054999999998,-10.208823529411774,-0.132352941176471,-2.855882352941176,1.0705882352941174,-5.0301000000000045,-4.643500000000003,17.923600000000533,,0,239,100,36,83,0.434,12,35.0,0.343,16,22,0.727,9.0,35.0,44.0,24,11.0,2,13,21,-3.0,1,239,103,35,84,0.417,15,37.0,0.405,18,25,0.72,14.0,35.0,49.0,20,6.0,5,17,17,3.0
0022000332,2021-02-03,CHI,20.0,115.36842105263158,26.105263157894736,8.842105263157896,35.31578947368421,110.0844,112.2439,1478.514,NYK,23.0,102.18181818181819,21.045454545454547,10.772727272727273,35.72727272727273,106.3085,108.3893,1469.0626000000004,13.186602870813388,5.0598086124401895,-1.9306220095693778,-0.41148325358851423,3.775900000000007,3.8545999999999907,9.451399999999467,,0,241,103,43,88,0.489,6,36.0,0.167,11,16,0.688,6.0,32.0,38.0,25,11.0,3,9,14,-4.0,1,240,107,43,89,0.483,11,22.0,0.5,10,15,0.667,11.0,36.0,47.0,19,5.0,4,17,18,4.0
0022000333,2021-02-03,OKC,20.0,107.21052631578948,22.36842105263158,7.315789473684211,36.526315789473685,105.3693,113.4906,1480.9029000000003,HOU,20.0,112.3157894736842,23.36842105263158,8.736842105263158,35.73684210526316,108.6669,105.8153,1517.8845,-5.105263157894726,-1.0,-1.421052631578947,0.7894736842105274,-3.2976000000000028,7.675300000000007,-36.98159999999962,,1,240,104,36,83,0.434,10,33.0,0.303,22,26,0.846,5.0,46.0,51.0,19,13.0,5,21,14,17.0,0,240,87,33,86,0.384,12,46.0,0.261,9,13,0.692,5.0,36.0,41.0,21,11.0,4,20,18,-17.0
0022000334,2021-02-03,SAS,22.0,111.23809523809524,25.142857142857142,9.571428571428571,35.666666666666664,109.6096,110.6419,1508.8302,MIN,21.0,106.3,23.75,11.1,32.5,103.8796,112.9678,1418.0829999999999,4.938095238095244,1.3928571428571423,-1.5285714285714285,3.1666666666666643,5.730000000000004,-2.32589999999999,90.74720000000025,,1,239,111,43,96,0.448,7,26.0,0.269,18,24,0.75,7.0,38.0,45.0,28,5.0,6,7,13,3.0,0,240,108,43,94,0.457,13,33.0,0.394,9,11,0.818,9.0,40.0,49.0,22,6.0,9,10,21,-3.0
0022000335,2021-02-03,NOP,20.0,110.47368421052632,23.526315789473685,11.526315789473685,35.26315789473684,109.2092,111.7586,1456.8889,PHX,20.0,110.36842105263158,25.789473684210527,8.368421052631579,36.0,109.9864,107.1541,1518.5629000000001,0.10526315789473983,-2.2631578947368425,3.157894736842106,-0.7368421052631575,-0.7772000000000077,4.604500000000002,-61.674000000000206,,1,241,123,46,90,0.511,14,33.0,0.424,17,21,0.81,12.0,32.0,44.0,30,7.0,3,7,20,22.0,0,239,101,38,82,0.463,8,35.0,0.229,17,20,0.85,11.0,28.0,39.0,26,3.0,6,14,18,-22.0
0022000336,2021-02-03,SAC,21.0,113.4,25.6,10.45,32.95,111.9226,117.6471,1483.7477,BOS,20.0,111.57894736842105,22.42105263157895,11.0,33.63157894736842,111.216,108.6979,1522.3985999999995,1.8210526315789508,3.1789473684210527,-0.5500000000000007,-0.6815789473684148,0.7066000000000088,8.94919999999999,-38.65089999999964,,1,239,116,42,92,0.457,13,37.0,0.351,19,23,0.826,12.0,32.0,44.0,23,7.0,2,10,19,5.0,0,240,111,39,86,0.453,11,33.0,0.333,22,29,0.759,11.0,34.0,45.0,28,9.0,3,13,21,-5.0
0022000337,2021-02-04,PHI,23.0,114.04545454545455,23.59090909090909,10.272727272727273,35.40909090909091,111.4121,107.1936,1574.1866,POR,21.0,115.4,20.7,10.2,33.6,113.2928,114.9126,1510.1752,-1.354545454545459,2.8909090909090907,0.07272727272727408,1.809090909090905,-1.8807000000000045,-7.718999999999994,64.0114000000001,,0,241,105,39,81,0.481,7,27.0,0.259,20,24,0.833,8.0,29.0,37.0,19,6.0,3,18,15,-14.4,1,240,121,45,98,0.459,13,31.0,0.419,18,23,0.783,19.0,34.0,53.0,17,8.0,5,11,18,11.6
0022000338,2021-02-04,ATL,22.0,112.66666666666667,24.428571428571427,11.380952380952381,35.80952380952381,111.2993,109.2295,1486.6839999999997,UTA,22.0,113.76190476190476,23.666666666666668,11.476190476190476,37.666666666666664,115.4664,107.7815,1587.0516000000005,-1.0952380952380878,0.7619047619047592,-0.0952380952380949,-1.857142857142854,-4.167099999999991,1.4480000000000075,-100.36760000000072,,0,242,91,32,98,0.327,9,31.0,0.29,18,19,0.947,18.0,31.0,49.0,19,8.0,1,11,15,-17.8,1,239,112,44,91,0.484,13,27.0,0.481,11,13,0.846,12.0,40.0,52.0,19,7.0,4,14,20,18.6
0022000339,2021-02-04,DAL,23.0,109.27272727272727,22.227272727272727,8.454545454545455,34.22727272727273,109.4319,111.0706,1469.6873999999996,GSW,22.0,112.14285714285714,26.666666666666668,8.476190476190476,35.285714285714285,107.348,108.3508,1505.0449999999998,-2.8701298701298725,-4.439393939393941,-0.021645021645021245,-1.058441558441558,2.0839,2.7197999999999922,-35.357600000000275,,0,242,116,38,92,0.413,20,50.0,0.4,20,23,0.87,10.0,32.0,42.0,26,2.0,3,10,24,-31.0,1,240,147,51,89,0.573,22,43.0,0.512,23,27,0.852,4.0,41.0,45.0,37,6.0,6,8,19,31.0
0022000340,2021-02-04,MEM,17.0,110.25,28.1875,10.5,34.75,107.6792,106.3973,1527.1087,HOU,21.0,111.05,23.25,8.55,35.75,107.2947,105.4106,1506.8240999999998,-0.7999999999999972,4.9375,1.9499999999999993,-1.0,0.3844999999999885,0.986699999999999,20.284600000000182,,0,239,103,37,87,0.425,12,35.0,0.343,17,24,0.708,11.0,32.0,43.0,28,10.0,6,13,15,-9.2,1,241,115,41,87,0.471,19,45.0,0.422,14,17,0.824,8.0,36.0,44.0,26,8.0,3,14,19,12.6
0022000341,2021-02-04,LAL,23.0,111.77272727272727,24.454545454545453,9.909090909090908,35.81818181818182,112.058,104.311,1574.2646000000004,DEN,21.0,116.6,27.15,11.15,33.9,115.7205,110.8079,1544.6452,-4.827272727272728,-2.6954545454545453,-1.240909090909092,1.9181818181818215,-3.6624999999999943,-6.496899999999997,29.619400000000496,,1,240,114,46,81,0.568,8,24.0,0.333,14,22,0.636,8.0,32.0,40.0,29,10.0,7,16,19,21.0,0,241,93,36,92,0.391,8,28.0,0.286,13,15,0.867,16.0,26.0,42.0,19,9.0,2,15,23,-21.0
0022000342,2021-02-05,CHA,23.0,109.63636363636364,28.545454545454547,10.727272727272727,32.90909090909091,109.3183,110.2248,1487.8764000000006,UTA,23.0,113.68181818181819,23.454545454545453,11.5,37.77272727272727,115.4024,107.0967,1594.2406000000005,-4.045454545454547,5.0909090909090935,-0.7727272727272734,-4.863636363636367,-6.0841000000000065,3.1281000000000034,-106.36419999999998,,0,240,121,48,104,0.462,11,35.0,0.314,14,17,0.824,14.0,26.0,40.0,26,9.0,2,7,17,-17.0,1,239,138,48,87,0.552,26,50.0,0.52,16,18,0.889,6.0,38.0,44.0,32,5.0,9,16,19,17.0
0022000343,2021-02-05,IND,23.0,113.9090909090909,26.727272727272727,8.636363636363637,34.04545454545455,111.6159,109.9679,1509.9674999999995,NOP,21.0,111.1,23.85,11.55,35.1,110.2511,111.5908,1468.6455999999998,2.809090909090912,2.877272727272725,-2.913636363636364,-1.0545454545454547,1.3648000000000025,-1.6229000000000013,41.32189999999969,,0,239,113,41,93,0.441,20,42.0,0.476,11,16,0.688,10.0,27.0,37.0,31,9.0,6,10,21,-1.0,1,240,114,41,76,0.539,13,25.0,0.52,19,26,0.731,11.0,39.0,50.0,23,5.0,6,19,17,1.0
0022000344,2021-02-05,ORL,23.0,104.81818181818181,22.5,11.590909090909092,34.90909090909091,104.5805,111.3832,1438.6433000000002,CHI,21.0,114.75,26.05,8.7,35.15,109.8822,112.1325,1468.242,-9.931818181818187,-3.5500000000000007,2.8909090909090924,-0.24090909090909207,-5.301699999999997,-0.749299999999991,-29.59869999999978,,1,240,123,42,81,0.519,11,27.0,0.407,28,37,0.757,10.0,39.0,49.0,27,5.0,2,15,22,4.0,0,239,119,46,96,0.479,9,30.0,0.3,18,20,0.9,10.0,30.0,40.0,27,9.0,5,8,22,-4.0
0022000345,2021-02-05,BKN,24.0,122.26086956521739,27.0,8.478260869565217,36.95652173913044,117.716,113.4042,1542.6952999999996,TOR,22.0,111.80952380952381,24.857142857142858,10.047619047619047,32.95238095238095,110.8802,109.2274,1485.4085000000002,10.45134575569358,2.1428571428571423,-1.5693581780538306,4.004140786749488,6.835799999999992,4.1768,57.2867999999994,,0,240,117,39,80,0.488,17,42.0,0.405,22,29,0.759,8.0,32.0,40.0,29,5.0,6,18,19,-6.0,1,241,123,49,97,0.505,13,32.0,0.406,12,14,0.857,12.0,29.0,41.0,22,10.0,6,10,25,6.0
0022000346,2021-02-05,CLE,23.0,103.72727272727273,23.272727272727273,11.636363636363637,32.54545454545455,104.4011,109.4336,1479.1023,MIL,22.0,120.95238095238095,27.285714285714285,10.904761904761905,37.904761904761905,117.2777,108.8281,1537.8062,-17.225108225108215,-4.012987012987011,0.7316017316017316,-5.359307359307358,-12.876599999999996,0.6054999999999922,-58.703899999999976,,0,242,105,41,92,0.446,11,32.0,0.344,12,16,0.75,6.0,30.0,36.0,23,7.0,9,11,19,-18.0,1,239,123,50,97,0.515,7,22.0,0.318,16,22,0.727,13.0,41.0,54.0,28,6.0,7,11,18,18.0
0022000347,2021-02-05,MIA,22.0,106.52380952380952,25.666666666666668,6.9523809523809526,34.61904761904762,106.1699,111.4855,1438.1137000000003,WAS,19.0,116.27777777777777,25.555555555555557,9.944444444444445,33.611111111111114,111.0227,115.6376,1441.2208999999998,-9.753968253968253,0.11111111111111072,-2.992063492063492,1.0079365079365061,-4.852800000000002,-4.152100000000004,-3.107199999999466,,1,240,122,43,86,0.5,16,36.0,0.444,20,23,0.87,9.0,39.0,48.0,27,9.0,7,16,20,27.0,0,240,95,33,89,0.371,8,33.0,0.242,21,24,0.875,12.0,28.0,40.0,19,7.0,9,17,20,-27.0
0022000348,2021-02-05,OKC,21.0,107.05,22.2,7.2,37.0,104.8174,111.6714,1491.9633000000003,MIN,22.0,106.38095238095238,23.666666666666668,11.0,32.857142857142854,104.1007,112.9077,1410.6371,0.6690476190476176,-1.4666666666666686,-3.8,4.142857142857146,0.716700000000003,-1.2363,81.32620000000043,,0,240,103,39,85,0.459,13,34.0,0.382,12,17,0.706,8.0,36.0,44.0,28,10.0,7,17,7,-3.0,1,240,106,41,94,0.436,16,40.0,0.4,8,9,0.889,10.0,33.0,43.0,27,10.0,4,15,15,3.0
0022000349,2021-02-05,PHX,21.0,109.9,25.8,8.5,35.6,109.922,108.3217,1506.8062000000002,DET,22.0,108.19047619047619,23.61904761904762,10.523809523809524,32.57142857142857,106.2377,110.8202,1425.1138999999996,1.7095238095238159,2.1809523809523803,-2.0238095238095237,3.028571428571432,3.6842999999999932,-2.498499999999993,81.69230000000061,,1,242,109,42,85,0.494,12,32.0,0.375,13,16,0.813,10.0,40.0,50.0,26,7.0,3,21,26,17.0,0,241,92,34,91,0.374,7,36.0,0.194,17,28,0.607,17.0,28.0,45.0,20,8.0,6,13,16,-17.0
0022000350,2021-02-05,LAC,24.0,115.0,24.47826086956522,9.217391304347826,34.34782608695652,118.3339,110.2362,1580.3284000000003,BOS,21.0,111.55,22.7,11.0,33.65,111.2274,109.0837,1511.2906999999996,3.450000000000003,1.7782608695652193,-1.7826086956521738,0.6978260869565247,7.106499999999997,1.1525000000000034,69.03770000000077,,0,240,115,42,81,0.519,14,32.0,0.438,17,21,0.81,10.0,37.0,47.0,26,5.0,4,16,17,-4.0,1,240,119,43,90,0.478,16,38.0,0.421,17,21,0.81,9.0,25.0,34.0,21,8.0,1,6,16,4.0
0022000351,2021-02-06,NYK,24.0,102.3913043478261,20.956521739130434,10.782608695652174,35.73913043478261,106.2917,108.0971,1479.3346000000004,POR,22.0,115.66666666666667,20.523809523809526,10.619047619047619,33.61904761904762,113.6959,114.4917,1521.9969999999998,-13.275362318840578,0.4327122153209082,0.1635610766045552,2.120082815734989,-7.404199999999989,-6.394599999999997,-42.66239999999948,,1,240,110,44,88,0.5,13,30.0,0.433,9,13,0.692,8.0,43.0,51.0,20,5.0,5,14,19,11.0,0,240,99,37,89,0.416,17,47.0,0.362,8,16,0.5,11.0,30.0,41.0,15,7.0,7,11,15,-11.0
0022000352,2021-02-06,SAC,22.0,113.52380952380952,25.476190476190474,10.523809523809524,32.904761904761905,112.1566,117.3786,1494.8555999999999,DEN,22.0,115.47619047619048,26.761904761904763,11.380952380952381,33.523809523809526,114.8092,111.1164,1535.4957,-1.9523809523809632,-1.2857142857142883,-0.8571428571428577,-0.6190476190476204,-2.6526000000000067,6.262200000000007,-40.640100000000075,,1,240,119,44,91,0.484,14,35.0,0.4,17,24,0.708,10.0,35.0,45.0,30,5.0,7,7,11,5.0,0,239,114,45,97,0.464,13,35.0,0.371,11,14,0.786,13.0,34.0,47.0,30,3.0,9,9,18,-5.0
0022000353,2021-02-06,ORL,24.0,105.6086956521739,22.695652173913043,11.521739130434783,35.08695652173913,105.343,111.6749,1449.4932000000001,CHI,22.0,114.95238095238095,26.095238095238095,8.761904761904763,34.904761904761905,110.1981,112.5262,1457.3921,-9.343685300207042,-3.399585921325052,2.7598343685300204,0.1821946169772275,-4.855099999999993,-0.851300000000009,-7.898899999999912,,0,239,92,37,95,0.389,6,27.0,0.222,12,12,1.0,15.0,32.0,47.0,17,5.0,10,11,10,-26.0,1,239,118,47,91,0.516,15,30.0,0.5,9,13,0.692,11.0,36.0,47.0,28,6.0,10,10,12,26.0
0022000354,2021-02-06,PHI,24.0,113.65217391304348,23.391304347826086,10.173913043478262,35.130434782608695,111.1111,107.7531,1562.3648,BKN,25.0,122.04166666666667,27.083333333333332,8.458333333333334,36.75,117.6116,113.7167,1531.0611999999996,-8.389492753623188,-3.692028985507246,1.7155797101449277,-1.6195652173913047,-6.500500000000002,-5.9636,31.303600000000415,,1,240,124,48,94,0.511,10,27.0,0.37,18,22,0.818,13.0,38.0,51.0,27,12.0,4,15,15,16.0,0,240,108,39,88,0.443,15,41.0,0.366,15,17,0.882,8.0,26.0,34.0,21,6.0,3,17,18,-16.0
0022000355,2021-02-06,NOP,22.0,111.23809523809524,23.80952380952381,11.523809523809524,35.285714285714285,110.7214,111.9537,1479.8293999999999,MEM,18.0,109.82352941176471,28.176470588235293,10.529411764705882,34.588235294117645,107.4965,106.9784,1516.5255,1.4145658263305307,-4.366946778711483,0.9943977591036415,0.6974789915966397,3.224900000000005,4.975300000000004,-36.696100000000115,,1,239,118,45,87,0.517,15,33.0,0.455,13,21,0.619,8.0,34.0,42.0,27,3.0,9,7,15,9.0,0,239,109,40,90,0.444,13,39.0,0.333,16,19,0.842,11.0,34.0,45.0,27,5.0,5,9,17,-9.0
0022000356,2021-02-06,ATL,23.0,111.68181818181819,24.181818181818183,11.681818181818182,35.59090909090909,110.4568,109.4228,1479.4949999999997,TOR,23.0,112.31818181818181,24.727272727272727,10.136363636363637,32.77272727272727,111.3966,109.5483,1497.0426000000002,-0.636363636363626,-0.5454545454545432,1.545454545454545,2.81818181818182,-0.9398000000000053,-0.1255000000000024,-17.547600000000557,,1,241,132,42,74,0.568,19,36.0,0.528,29,33,0.879,4.0,39.0,43.0,31,1.0,10,18,25,11.0,0,241,121,41,97,0.423,13,38.0,0.342,26,34,0.765,14.0,24.0,38.0,24,9.0,5,6,27,-11.0
0022000357,2021-02-06,CLE,24.0,103.78260869565217,23.26086956521739,11.391304347826088,32.43478260869565,104.2722,109.8637,1470.776,MIL,23.0,121.04545454545455,27.318181818181817,11.0,38.04545454545455,117.3335,108.4773,1546.1325,-17.262845849802375,-4.057312252964426,0.3913043478260878,-5.610671936758898,-13.061300000000003,1.3863999999999947,-75.35649999999987,,0,239,99,39,86,0.453,6,28.0,0.214,15,21,0.714,8.0,32.0,40.0,21,4.0,1,13,19,-25.0,1,240,124,47,86,0.547,16,34.0,0.471,14,23,0.609,6.0,37.0,43.0,25,10.0,2,8,20,25.0
0022000358,2021-02-06,HOU,22.0,111.23809523809524,23.38095238095238,8.523809523809524,35.76190476190476,107.6597,105.3092,1517.4072999999999,SAS,23.0,111.22727272727273,25.272727272727273,9.454545454545455,35.77272727272727,109.3974,110.2468,1516.2761,0.01082251082250707,-1.8917748917748938,-0.9307359307359313,-0.010822510822514175,-1.7377000000000038,-4.937599999999989,1.131199999999808,,0,239,106,38,88,0.432,12,38.0,0.316,18,25,0.72,6.0,40.0,46.0,21,5.0,6,12,25,-5.0,1,239,111,37,87,0.425,8,25.0,0.32,29,36,0.806,7.0,37.0,44.0,22,6.0,7,10,18,5.0
0022000359,2021-02-06,OKC,22.0,106.85714285714286,22.476190476190474,7.238095238095238,36.95238095238095,104.6935,111.3651,1479.6644000000003,MIN,23.0,106.36363636363636,23.818181818181817,10.954545454545455,32.86363636363637,104.0648,112.3366,1422.936,0.49350649350650144,-1.341991341991342,-3.716450216450217,4.088744588744582,0.6286999999999949,-0.971500000000006,56.72840000000042,,1,239,120,46,90,0.511,12,33.0,0.364,16,20,0.8,8.0,35.0,43.0,25,8.0,1,15,19,2.0,0,239,118,47,93,0.505,12,36.0,0.333,12,22,0.545,13.0,27.0,40.0,27,12.0,3,13,15,-2.0
