GAME_ID,GAME_DATE,TEAM_ABBREVIATION_x,GAME_NO_x,AVG_PTS_x,AVG_AST_x,AVG_OREB_x,AVG_DREB_x,OFF_EFF_x,DEF_EFF_x,ELO_x,TEAM_ABBREVIATION_y,GAME_NO_y,AVG_PTS_y,AVG_AST_y,AVG_OREB_y,AVG_DREB_y,OFF_EFF_y,DEF_EFF_y,ELO_y,DIS_PTS,DIS_AST,DIS_OREB,DIS_DREB,DIS_OFF_EFF,DIS_DEF_EFF,DIS_ELO,PREDICTION,WL_x,MIN_x,PTS_x,FGM_x,FGA_x,FG_PCT_x,FG3M_x,FG3A_x,FG3_PCT_x,FTM_x,FTA_x,FT_PCT_x,OREB_x,DREB_x,REB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PLUS_MINUS_x,WL_y,MIN_y,PTS_y,FGM_y,FGA_y,FG_PCT_y,FG3M_y,FG3A_y,FG3_PCT_y,FTM_y,FTA_y,FT_PCT_y,OREB_y,DREB_y,REB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PLUS_MINUS_y
0022000671,2021-03-24,CHI,43.0,113.5,26.261904761904763,9.428571428571429,35.523809523809526,110.8553,111.2739,1478.6313999999998,CLE,44.0,104.06976744186046,23.162790697674417,11.186046511627907,32.18604651162791,104.8058,112.7219,1424.4969999999994,9.430232558139537,3.0991140642303456,-1.7574750830564785,3.337763012181618,6.049499999999995,-1.4480000000000075,54.13440000000037,1.0,0,239,94,37,83,0.446,8,28.0,0.286,12,14,0.857,10.0,35.0,45.0,21,6.0,4,15,12,-9.0,1,240,103,42,92,0.457,11,29.0,0.379,8,10,0.8,12.0,34.0,46.0,28,8.0,7,10,16,9.0
0022000672,2021-03-24,HOU,43.0,107.0952380952381,22.214285714285715,9.047619047619047,33.333333333333336,104.3813,110.5078,1361.3786999999998,CHA,43.0,111.73809523809524,27.095238095238095,10.5,33.26190476190476,110.6579,112.0019,1509.1097000000004,-4.642857142857139,-4.88095238095238,-1.4523809523809526,0.0714285714285765,-6.276600000000002,-1.494100000000003,-147.73100000000068,0.0,0,239,97,33,86,0.384,16,49.0,0.327,15,22,0.682,10.0,29.0,39.0,24,6.0,2,6,19,-25.0,1,241,122,41,80,0.513,18,38.0,0.474,22,29,0.759,10.0,40.0,50.0,27,4.0,3,13,20,25.0
0022000673,2021-03-24,MIN,44.0,109.37209302325581,25.046511627906977,10.372093023255815,32.674418604651166,105.9377,113.4162,1370.2623999999994,DAL,42.0,112.07317073170732,22.682926829268293,8.195121951219512,34.73170731707317,113.9972,113.0545,1541.7578999999996,-2.701077708451507,2.3635847986386835,2.1769710720363022,-2.0572887124220074,-8.0595,0.361699999999999,-171.49550000000022,0.0,0,241,108,38,86,0.442,12,38.0,0.316,20,26,0.769,6.0,31.0,37.0,24,6.0,2,12,25,-20.0,1,240,128,48,99,0.485,16,44.0,0.364,16,22,0.727,14.0,39.0,53.0,27,5.0,6,10,22,20.0
0022000674,2021-03-24,OKC,44.0,106.37209302325581,22.906976744186046,8.30232558139535,36.25581395348837,105.2462,110.7685,1478.0480000000007,MEM,41.0,111.4,26.825,11.1,34.6,109.3175,108.925,1510.7026999999994,-5.027906976744191,-3.918023255813953,-2.7976744186046503,1.6558139534883693,-4.071299999999994,1.843500000000006,-32.654699999998684,0.0,0,238,107,43,95,0.453,10,35.0,0.286,11,17,0.647,9.0,35.0,44.0,26,13.0,8,14,10,-9.0,1,240,116,47,99,0.475,11,30.0,0.367,11,13,0.846,14.0,42.0,56.0,19,12.0,10,17,10,9.0
0022000675,2021-03-24,SAS,41.0,109.975,24.575,9.05,35.15,109.3463,109.4705,1518.7587999999998,LAC,45.0,114.79545454545455,24.34090909090909,9.409090909090908,34.61363636363637,117.8818,112.2573,1557.4275000000002,-4.820454545454552,0.23409090909090935,-0.3590909090909076,0.5363636363636317,-8.535499999999999,-2.7867999999999995,-38.6687000000004,0.0,0,241,101,39,85,0.459,7,22.0,0.318,16,19,0.842,6.0,34.0,40.0,22,6.0,6,16,24,-33.0,1,239,134,49,88,0.557,17,33.0,0.515,19,30,0.633,5.0,39.0,44.0,23,10.0,3,8,20,33.0
0022000676,2021-03-24,UTA,43.0,116.78571428571429,23.69047619047619,10.952380952380953,36.857142857142854,117.098,108.814,1609.5613000000005,BKN,45.0,120.11363636363636,26.704545454545453,8.704545454545455,35.15909090909091,118.4765,113.5671,1610.6742999999994,-3.327922077922068,-3.0140692640692635,2.2478354978354975,1.6980519480519476,-1.3785000000000025,-4.753100000000003,-1.1129999999989195,1.0,1,240,118,41,91,0.451,23,55.0,0.418,13,14,0.929,11.0,45.0,56.0,24,6.0,6,11,15,30.0,0,238,88,35,97,0.361,7,35.0,0.2,11,15,0.733,13.0,35.0,48.0,19,9.0,1,9,10,-30.0
0022000677,2021-03-24,SAC,44.0,114.62790697674419,25.976744186046513,10.279069767441861,32.41860465116279,113.1647,117.7794,1458.1513000000002,ATL,44.0,112.55813953488372,24.27906976744186,11.372093023255815,34.627906976744185,113.6684,111.7896,1515.2820999999997,2.0697674418604635,1.6976744186046524,-1.0930232558139537,-2.2093023255813975,-0.5037000000000091,5.9898000000000025,-57.130799999999454,0.0,1,240,110,40,84,0.476,10,30.0,0.333,20,22,0.909,12.0,30.0,42.0,21,5.0,6,16,16,2.0,0,241,108,41,85,0.482,7,25.0,0.28,19,23,0.826,11.0,31.0,42.0,17,5.0,3,13,20,-2.0
0022000678,2021-03-25,MIA,45.0,106.20454545454545,25.65909090909091,8.068181818181818,34.88636363636363,107.6232,109.0511,1506.8152000000005,POR,44.0,114.4186046511628,20.023255813953487,10.581395348837209,32.906976744186046,115.0231,116.1453,1535.9079000000002,-8.214059196617342,5.635835095137423,-2.51321353065539,1.9793868921775868,-7.399900000000002,-7.094200000000001,-29.092699999999695,0.0,0,240,122,47,84,0.56,16,34.0,0.471,12,13,0.923,5.0,34.0,39.0,34,3.0,7,11,18,-3.0,1,240,125,44,92,0.478,20,46.0,0.435,17,19,0.895,10.0,30.0,40.0,24,3.0,7,10,14,3.0
0022000679,2021-03-25,NYK,45.0,105.31818181818181,20.977272727272727,10.409090909090908,35.5,108.6416,108.2665,1501.4674000000005,WAS,43.0,114.88095238095238,24.857142857142858,9.19047619047619,34.38095238095238,109.2321,114.3258,1441.3780000000002,-9.562770562770567,-3.879870129870131,1.2186147186147185,1.1190476190476204,-0.5905000000000058,-6.0593000000000075,60.089400000000296,1.0,1,240,106,34,93,0.366,7,28.0,0.25,31,42,0.738,18.0,37.0,55.0,14,12.0,4,13,28,4.0,0,238,102,37,80,0.463,8,26.0,0.308,20,33,0.606,8.0,38.0,46.0,26,8.0,9,17,32,-4.0
0022000680,2021-03-25,SAS,42.0,109.7560975609756,24.51219512195122,8.975609756097562,35.1219512195122,109.075,109.9961,1509.8672,LAC,46.0,115.22222222222223,24.31111111111111,9.311111111111112,34.71111111111111,118.1686,111.924,1566.3191000000002,-5.466124661246624,0.20108401084010907,-0.33550135501354994,0.4108401084010893,-9.093599999999995,-1.9279000000000082,-56.45190000000025,0.0,0,240,85,33,82,0.402,8,23.0,0.348,11,13,0.846,2.0,37.0,39.0,16,4.0,6,7,14,-13.0,1,239,98,34,89,0.382,13,34.0,0.382,17,18,0.944,14.0,43.0,57.0,16,6.0,5,8,13,13.0
0022000681,2021-03-25,LAL,45.0,111.5,24.65909090909091,9.704545454545455,35.45454545454545,110.9352,106.1641,1546.7132000000004,PHI,45.0,114.95454545454545,23.5,10.386363636363637,36.25,112.3301,106.9335,1615.4832000000004,-3.4545454545454533,1.15909090909091,-0.6818181818181817,-0.7954545454545467,-1.394900000000007,-0.7693999999999903,-68.76999999999998,0.0,0,240,101,34,78,0.436,9,26.0,0.346,24,33,0.727,7.0,35.0,42.0,22,10.0,0,20,19,-8.0,1,241,109,39,80,0.488,17,45.0,0.378,14,21,0.667,7.0,32.0,39.0,24,13.0,9,20,26,8.0
0022000682,2021-03-25,SAC,45.0,114.52272727272727,25.863636363636363,10.318181818181818,32.36363636363637,113.1749,117.6444,1469.7810000000002,GSW,45.0,112.54545454545455,27.59090909090909,7.818181818181818,35.18181818181818,107.9808,108.3733,1494.7503999999994,1.9772727272727195,-1.7272727272727266,2.5,-2.818181818181813,5.194099999999992,9.271100000000004,-24.96939999999927,1.0,1,241,141,53,89,0.596,19,38.0,0.5,16,19,0.842,5.0,33.0,38.0,28,6.0,4,6,13,22.0,0,239,119,45,88,0.511,17,32.0,0.531,12,12,1.0,7.0,31.0,38.0,24,4.0,0,12,19,-22.0
0022000683,2021-03-26,DET,44.0,107.18604651162791,24.372093023255815,10.069767441860465,32.74418604651163,107.5663,111.3237,1392.0981000000002,BKN,46.0,119.4,26.533333333333335,8.8,35.15555555555556,117.8341,113.6892,1600.6422999999995,-12.213953488372098,-2.1612403100775204,1.2697674418604645,-2.4113695090439293,-10.267800000000008,-2.3654999999999973,-208.54419999999936,0.0,0,243,111,33,73,0.452,11,31.0,0.355,34,47,0.723,7.0,29.0,36.0,19,6.0,4,9,30,-2.0,1,240,113,37,84,0.44,13,33.0,0.394,26,34,0.765,16.0,33.0,49.0,19,3.0,4,10,27,2.0
0022000684,2021-03-26,TOR,45.0,112.47727272727273,25.113636363636363,9.204545454545455,31.886363636363637,111.8671,111.7541,1431.9095000000002,PHX,44.0,113.93023255813954,27.25581395348837,8.209302325581396,35.16279069767442,114.7092,108.1765,1587.4779000000008,-1.4529598308668028,-2.1421775898520075,0.9952431289640593,-3.2764270613107804,-2.842100000000002,3.5775999999999897,-155.56840000000057,0.0,0,240,100,37,90,0.411,12,45.0,0.267,14,16,0.875,7.0,31.0,38.0,20,5.0,4,10,17,-4.0,1,241,104,43,90,0.478,9,36.0,0.25,9,9,1.0,9.0,38.0,47.0,26,4.0,3,13,16,4.0
0022000685,2021-03-26,MIL,44.0,119.97674418604652,26.0,10.395348837209303,38.18604651162791,116.2618,109.1405,1607.0080999999998,BOS,45.0,112.18181818181819,22.886363636363637,10.931818181818182,32.86363636363637,112.8125,112.1497,1470.9863999999998,7.79492600422833,3.1136363636363633,-0.5364693446088786,5.32241014799154,3.449299999999994,-3.0091999999999928,136.0217,1.0,0,240,114,44,99,0.444,19,47.0,0.404,7,11,0.636,16.0,33.0,49.0,24,7.0,3,16,16,-8.0,1,240,122,43,88,0.489,22,47.0,0.468,14,16,0.875,8.0,36.0,44.0,27,10.0,8,14,16,8.0
0022000686,2021-03-26,CHA,44.0,111.97674418604652,27.093023255813954,10.488372093023257,33.41860465116279,111.0573,111.7954,1515.0966000000005,MIA,46.0,106.55555555555556,25.844444444444445,8.0,34.86666666666667,108.0636,109.5285,1497.6506000000004,5.42118863049096,1.2485788113695087,2.4883720930232567,-1.4480620155038793,2.993700000000004,2.266900000000007,17.44600000000014,1.0,1,241,110,39,79,0.494,18,43.0,0.419,14,19,0.737,6.0,36.0,42.0,30,6.0,7,16,16,5.0,0,240,105,40,87,0.46,15,43.0,0.349,10,20,0.5,9.0,30.0,39.0,28,9.0,3,10,17,-5.0
0022000687,2021-03-26,ORL,45.0,104.54545454545455,22.613636363636363,10.409090909090908,35.97727272727273,105.0948,111.8574,1411.5384000000006,POR,45.0,114.6590909090909,20.113636363636363,10.568181818181818,32.84090909090909,115.2616,116.2897,1545.0725000000002,-10.11363636363636,2.5,-0.15909090909091006,3.136363636363633,-10.166799999999995,-4.432299999999998,-133.53409999999963,0.0,0,240,105,42,95,0.442,12,27.0,0.444,9,17,0.529,11.0,29.0,40.0,29,7.0,5,12,18,-7.0,1,240,112,40,85,0.471,18,40.0,0.45,14,21,0.667,10.0,36.0,46.0,21,7.0,9,16,18,3.8
0022000688,2021-03-26,MIN,45.0,109.3409090909091,25.022727272727273,10.272727272727273,32.63636363636363,105.9272,113.6774,1364.8330999999994,HOU,44.0,106.86046511627907,22.25581395348837,9.069767441860465,33.23255813953488,104.4318,111.0,1355.3917999999996,2.4804439746300204,2.7669133192389026,1.2029598308668081,-0.5961945031712474,1.4954000000000036,2.6774000000000058,9.441299999999728,1.0,1,239,107,39,103,0.379,10,38.0,0.263,19,24,0.792,14.0,36.0,50.0,30,12.0,3,9,13,6.0,0,240,101,37,87,0.425,17,44.0,0.386,10,13,0.769,7.0,40.0,47.0,26,5.0,9,19,20,-6.0
0022000689,2021-03-26,NOP,44.0,115.6046511627907,26.232558139534884,11.813953488372093,34.7906976744186,115.4168,114.906,1481.104,DEN,45.0,115.61363636363636,26.84090909090909,10.386363636363637,33.72727272727273,116.2318,111.5478,1551.9493999999995,-0.00898520084565746,-0.6083509513742058,1.427589852008456,1.0634249471458759,-0.8150000000000119,3.3582000000000107,-70.84539999999947,0.0,0,240,108,39,78,0.5,12,29.0,0.414,18,20,0.9,6.0,31.0,37.0,30,7.0,7,12,11,-5.0,1,240,113,47,93,0.505,14,28.0,0.5,5,7,0.714,11.0,25.0,36.0,28,7.0,7,8,16,5.0
0022000690,2021-03-26,DAL,43.0,112.45238095238095,22.785714285714285,8.333333333333334,34.833333333333336,114.2311,112.8283,1547.1871999999996,IND,44.0,113.13953488372093,26.790697674418606,8.69767441860465,32.95348837209303,110.5632,110.6086,1479.1697999999994,-0.6871539313399779,-4.004983388704321,-0.3643410852713167,1.879844961240309,3.667900000000003,2.219700000000003,68.01740000000018,1.0,0,242,94,39,95,0.411,8,35.0,0.229,8,14,0.571,15.0,36.0,51.0,17,4.0,4,15,18,-15.0,1,241,109,38,87,0.437,20,47.0,0.426,13,18,0.722,13.0,36.0,49.0,26,9.0,10,10,17,15.0
0022000691,2021-03-26,UTA,44.0,116.81395348837209,23.697674418604652,10.953488372093023,37.04651162790697,117.2119,108.4146,1619.5933000000005,MEM,42.0,111.51219512195122,26.634146341463413,11.170731707317072,34.78048780487805,109.2891,108.6915,1519.7655999999993,5.30175836642087,-2.936471922858761,-0.21724333522404926,2.266023823028924,7.922799999999995,-0.2769000000000119,99.82770000000119,1.0,1,240,117,45,98,0.459,12,33.0,0.364,15,18,0.833,14.0,37.0,51.0,25,5.0,4,7,15,3.0,0,240,114,44,97,0.454,12,30.0,0.4,14,18,0.778,12.0,36.0,48.0,27,3.0,2,6,14,-3.0
0022000692,2021-03-26,GSW,46.0,112.68888888888888,27.511111111111113,7.8,35.08888888888889,108.2668,109.1208,1484.0329999999994,ATL,45.0,112.45454545454545,24.113636363636363,11.363636363636363,34.54545454545455,113.6374,111.846,1503.6523999999997,0.23434343434342964,3.3974747474747495,-3.5636363636363635,0.5434343434343418,-5.370599999999996,-2.725200000000001,-19.61940000000027,0.0,0,240,108,39,79,0.494,12,28.0,0.429,18,26,0.692,5.0,28.0,33.0,29,7.0,4,12,22,-16.0,1,241,124,46,84,0.548,13,33.0,0.394,19,24,0.792,8.0,37.0,45.0,31,6.0,5,10,23,16.0
0022000693,2021-03-26,LAL,46.0,111.26666666666667,24.6,9.644444444444444,35.44444444444444,110.6128,106.1282,1538.6671000000003,CLE,45.0,104.04545454545455,23.272727272727273,11.204545454545455,32.22727272727273,104.9086,112.4479,1436.0425999999993,7.221212121212119,1.327272727272728,-1.560101010101011,3.2171717171717162,5.704199999999986,-6.319699999999997,102.62450000000104,1.0,1,239,100,38,78,0.487,6,26.0,0.231,18,25,0.72,9.0,36.0,45.0,23,15.0,3,23,23,14.0,0,241,86,31,80,0.388,5,26.0,0.192,19,28,0.679,10.0,27.0,37.0,24,11.0,4,21,19,-14.0
0022000694,2021-03-27,WAS,44.0,114.5813953488372,24.88372093023256,9.162790697674419,34.46511627906977,109.0189,114.0859,1433.0905000000002,DET,45.0,107.27272727272727,24.25,10.0,32.65909090909091,107.797,111.5197,1387.4703000000002,7.308668076109939,0.6337209302325597,-0.8372093023255811,1.8060253699788618,1.221900000000005,2.566199999999995,45.62020000000007,1.0,1,241,106,44,91,0.484,9,21.0,0.429,9,9,1.0,7.0,41.0,48.0,24,7.0,5,18,22,14.0,0,238,92,33,85,0.388,10,29.0,0.345,16,19,0.842,7.0,36.0,43.0,19,9.0,5,19,18,-14.0
0022000695,2021-03-27,MIL,45.0,119.8409090909091,25.954545454545453,10.522727272727273,38.06818181818182,116.1249,109.342,1593.2815999999998,NYK,46.0,105.33333333333333,20.822222222222223,10.577777777777778,35.53333333333333,108.4619,108.0042,1509.7549000000004,14.507575757575765,5.13232323232323,-0.05505050505050413,2.5348484848484887,7.662999999999997,1.3378000000000014,83.52669999999944,1.0,0,239,96,36,87,0.414,14,36.0,0.389,10,16,0.625,15.0,33.0,48.0,21,11.0,7,16,11,-6.0,1,239,102,40,93,0.43,16,44.0,0.364,6,8,0.75,12.0,32.0,44.0,28,9.0,11,14,19,6.0
0022000696,2021-03-27,MIN,46.0,109.28888888888889,25.133333333333333,10.355555555555556,32.71111111111111,105.7771,113.2189,1374.5613999999994,HOU,45.0,106.72727272727273,22.34090909090909,9.022727272727273,33.38636363636363,104.2582,110.8077,1345.6634999999997,2.5616161616161577,2.792424242424243,1.3328282828282827,-0.6752525252525245,1.5189000000000021,2.411200000000008,28.89789999999971,1.0,0,240,107,36,85,0.424,13,40.0,0.325,22,28,0.786,10.0,30.0,40.0,26,8.0,6,11,15,-22.0,1,240,129,50,92,0.543,18,39.0,0.462,11,13,0.846,10.0,31.0,41.0,29,7.0,7,12,24,22.0
0022000697,2021-03-27,SAS,43.0,109.16666666666667,24.30952380952381,8.80952380952381,35.166666666666664,108.706,109.9151,1501.4778999999999,CHI,44.0,113.04651162790698,26.13953488372093,9.44186046511628,35.51162790697674,110.6332,111.2477,1467.0857999999998,-3.879844961240309,-1.8300110741971203,-0.6323366555924697,-0.34496124031007724,-1.9271999999999991,-1.3325999999999993,34.39210000000003,1.0,1,241,120,46,85,0.541,10,25.0,0.4,18,28,0.643,4.0,37.0,41.0,29,9.0,7,10,15,16.0,0,240,104,41,95,0.432,8,34.0,0.235,14,18,0.778,11.0,37.0,48.0,28,6.0,3,14,25,-16.0
0022000698,2021-03-27,NOP,45.0,115.43181818181819,26.318181818181817,11.681818181818182,34.70454545454545,115.4581,115.0716,1473.1153,DAL,44.0,112.02325581395348,22.651162790697676,8.488372093023257,34.86046511627907,113.7372,112.7219,1535.2540999999997,3.408562367864704,3.667019027484141,3.193446088794925,-0.15591966173361982,1.7209000000000003,2.3496999999999986,-62.13879999999972,0.0,1,241,112,42,81,0.519,9,26.0,0.346,19,29,0.655,8.0,34.0,42.0,20,2.0,5,6,18,9.0,0,240,103,37,83,0.446,10,31.0,0.323,19,24,0.792,10.0,28.0,38.0,19,2.0,4,7,20,-9.0
0022000699,2021-03-27,OKC,45.0,106.38636363636364,22.977272727272727,8.318181818181818,36.22727272727273,105.1249,110.7169,1468.9851000000008,BOS,46.0,112.4,22.977777777777778,10.866666666666667,32.93333333333333,113.0077,112.1811,1484.7128999999998,-6.0136363636363654,-0.00050505050505123,-2.548484848484849,3.2939393939393966,-7.882800000000003,-1.4642000000000053,-15.727799999998979,0.0,0,240,94,34,83,0.41,11,38.0,0.289,15,24,0.625,10.0,40.0,50.0,16,7.0,4,16,12,-17.0,1,239,111,44,96,0.458,12,38.0,0.316,11,14,0.786,10.0,42.0,52.0,22,10.0,4,12,19,17.0
0022000700,2021-03-27,UTA,45.0,116.81818181818181,23.727272727272727,11.022727272727273,37.04545454545455,117.2552,108.5865,1626.7966000000004,MEM,43.0,111.57142857142857,26.642857142857142,11.19047619047619,34.80952380952381,109.4451,108.9312,1512.5622999999994,5.246753246753244,-2.9155844155844157,-0.16774891774891643,2.2359307359307365,7.810100000000006,-0.3447000000000031,114.23430000000099,1.0,1,241,126,46,92,0.5,19,45.0,0.422,15,20,0.75,13.0,39.0,52.0,22,8.0,8,21,22,16.0,0,244,110,39,97,0.402,9,33.0,0.273,23,30,0.767,16.0,31.0,47.0,24,16.0,2,14,14,-16.0
0022000701,2021-03-27,LAC,47.0,114.84782608695652,24.130434782608695,9.41304347826087,34.891304347826086,117.9768,111.5677,1574.7084000000002,PHI,46.0,114.82222222222222,23.511111111111113,10.311111111111112,36.15555555555556,112.2236,106.7721,1623.5293000000004,0.025603864734293325,0.6193236714975825,-0.8980676328502426,-1.2642512077294725,5.7531999999999925,4.795600000000007,-48.820900000000165,1.0,1,241,122,45,85,0.529,11,26.0,0.423,21,27,0.778,9.0,29.0,38.0,26,9.0,3,12,25,10.0,0,240,112,39,77,0.506,10,26.0,0.385,24,33,0.727,8.0,30.0,38.0,17,5.0,2,16,27,-10.0
0022000702,2021-03-27,SAC,46.0,115.11111111111111,25.91111111111111,10.2,32.37777777777778,113.8462,117.7363,1480.4984000000002,CLE,46.0,103.64444444444445,23.288888888888888,11.177777777777777,32.111111111111114,104.4335,112.1137,1428.9133999999992,11.466666666666669,2.6222222222222236,-0.9777777777777779,0.2666666666666657,9.412700000000001,5.622600000000006,51.585000000000946,1.0,1,240,100,41,80,0.513,7,30.0,0.233,11,14,0.786,7.0,37.0,44.0,16,4.0,9,18,20,2.0,0,240,98,37,84,0.44,9,26.0,0.346,15,23,0.652,7.0,29.0,36.0,20,11.0,2,7,13,-2.0
0022000703,2021-03-28,CHA,45.0,111.93181818181819,27.15909090909091,10.386363636363637,33.47727272727273,111.1186,111.7278,1524.5949000000005,PHX,45.0,113.70454545454545,27.227272727272727,8.227272727272727,35.22727272727273,114.5271,108.0487,1593.2773000000009,-1.7727272727272663,-0.06818181818181657,2.15909090909091,-1.75,-3.4085000000000036,3.6791000000000054,-68.68240000000037,0.0,0,264,97,34,85,0.4,13,43.0,0.302,16,23,0.696,16.0,36.0,52.0,16,8.0,3,20,23,-4.0,1,265,101,34,96,0.354,8,40.0,0.2,25,29,0.862,21.0,29.0,50.0,17,15.0,2,14,17,4.0
0022000704,2021-03-28,TOR,46.0,112.2,25.0,9.155555555555555,31.866666666666667,111.6196,111.5975,1426.1101,POR,46.0,114.6,20.133333333333333,10.555555555555555,32.91111111111111,115.2042,116.0531,1551.4078000000002,-2.3999999999999915,4.866666666666667,-1.4000000000000004,-1.0444444444444443,-3.5845999999999947,-4.455600000000004,-125.29770000000008,0.0,0,240,117,39,87,0.448,14,42.0,0.333,25,33,0.758,12.0,33.0,45.0,17,3.0,6,12,20,-5.0,1,239,122,46,97,0.474,10,34.0,0.294,20,24,0.833,13.0,34.0,47.0,24,7.0,11,8,25,5.0
0022000705,2021-03-28,DEN,46.0,115.55555555555556,26.866666666666667,10.4,33.53333333333333,116.3467,111.6481,1559.9380999999996,ATL,46.0,112.71111111111111,24.266666666666666,11.28888888888889,34.6,113.9827,111.8702,1513.0882999999997,2.8444444444444485,2.6000000000000014,-0.8888888888888893,-1.06666666666667,2.3640000000000043,-0.22209999999999752,46.84979999999996,1.0,1,240,126,50,92,0.543,15,36.0,0.417,11,16,0.688,15.0,34.0,49.0,32,7.0,3,10,15,24.0,0,241,102,36,76,0.474,12,34.0,0.353,18,21,0.857,2.0,29.0,31.0,18,7.0,3,11,16,-24.0
0022000706,2021-03-28,LAL,47.0,111.02173913043478,24.565217391304348,9.630434782608695,35.45652173913044,110.3357,105.6475,1545.7963000000004,ORL,46.0,104.55555555555556,22.755555555555556,10.422222222222222,35.82222222222222,105.027,111.7907,1405.2031000000006,6.466183574879224,1.8096618357487912,-0.7917874396135272,-0.3657004830917856,5.308700000000002,-6.143200000000007,140.5931999999998,1.0,1,240,96,34,82,0.415,11,40.0,0.275,17,23,0.739,8.0,44.0,52.0,25,9.0,5,12,17,3.0,0,240,93,34,88,0.386,11,33.0,0.333,14,17,0.824,10.0,41.0,51.0,19,5.0,4,10,18,-3.0
0022000707,2021-03-29,WAS,45.0,114.38636363636364,24.863636363636363,9.113636363636363,34.61363636363637,108.8216,113.4703,1441.7849000000003,IND,45.0,113.04545454545455,26.772727272727273,8.795454545454545,33.02272727272727,110.745,110.4555,1491.1028999999994,1.3409090909090935,-1.90909090909091,0.31818181818181834,1.5909090909090935,-1.9234000000000009,3.014799999999994,-49.317999999999074,0.0,1,240,132,55,99,0.556,10,19.0,0.526,12,18,0.667,12.0,43.0,55.0,30,5.0,8,18,24,8.0,0,240,124,44,93,0.473,12,30.0,0.4,24,33,0.727,7.0,30.0,37.0,32,11.0,6,14,18,-8.0
0022000708,2021-03-29,BOS,47.0,112.3695652173913,22.956521739130434,10.847826086956522,33.130434782608695,112.875,111.6959,1494.2604999999999,NOP,46.0,115.35555555555555,26.177777777777777,11.6,34.68888888888889,115.6228,115.0437,1484.885,-2.9859903381642567,-3.2212560386473434,-0.7521739130434781,-1.5584541062801947,-2.747799999999998,-3.3478000000000065,9.375499999999874,1.0,0,239,109,40,93,0.43,14,43.0,0.326,15,19,0.789,12.0,34.0,46.0,21,5.0,9,14,25,-6.0,1,241,115,41,82,0.5,16,31.0,0.516,17,30,0.567,8.0,39.0,47.0,30,8.0,2,14,21,6.0
0022000709,2021-03-29,BKN,47.0,119.26086956521739,26.369565217391305,8.956521739130435,35.108695652173914,117.943,113.8367,1605.2700999999995,MIN,47.0,109.23913043478261,25.152173913043477,10.347826086956522,32.65217391304348,105.8653,113.6182,1363.7315999999994,10.021739130434781,1.217391304347828,-1.391304347826086,2.4565217391304373,12.077699999999993,0.2184999999999917,241.5385000000001,1.0,1,241,112,40,85,0.471,10,30.0,0.333,22,25,0.88,7.0,43.0,50.0,31,10.0,7,14,18,5.0,0,239,107,40,103,0.388,14,44.0,0.318,13,17,0.765,17.0,34.0,51.0,23,10.0,10,15,25,-5.0
0022000710,2021-03-29,NYK,47.0,105.26086956521739,20.97826086956522,10.608695652173912,35.45652173913044,108.3609,107.7791,1522.1137000000003,MIA,47.0,106.52173913043478,25.891304347826086,8.021739130434783,34.76086956521739,108.0914,109.6356,1488.1523000000004,-1.2608695652173907,-4.913043478260867,2.586956521739129,0.6956521739130466,0.26950000000000784,-1.856499999999997,33.96139999999991,1.0,0,239,88,33,80,0.413,10,36.0,0.278,12,20,0.6,6.0,35.0,41.0,15,4.0,6,13,19,-10.0,1,240,98,37,86,0.43,10,34.0,0.294,14,17,0.824,12.0,35.0,47.0,22,7.0,5,12,18,10.0
0022000711,2021-03-29,DET,46.0,106.93333333333334,24.133333333333333,9.933333333333334,32.733333333333334,107.334,111.2821,1378.7759,TOR,47.0,112.30434782608695,24.82608695652174,9.217391304347826,31.891304347826086,111.7311,111.8176,1419.5678,-5.371014492753616,-0.6927536231884055,0.7159420289855074,0.8420289855072483,-4.397099999999995,-0.535499999999999,-40.79189999999994,0.0,1,239,118,38,75,0.507,15,30.0,0.5,27,34,0.794,9.0,34.0,43.0,26,6.0,6,18,24,14.0,0,240,104,35,86,0.407,11,36.0,0.306,23,28,0.821,11.0,28.0,39.0,21,5.0,6,13,25,-14.0
0022000712,2021-03-29,HOU,46.0,107.22222222222223,22.488888888888887,9.044444444444444,33.333333333333336,104.8138,110.7442,1356.4932999999996,MEM,44.0,111.53488372093024,26.58139534883721,11.30232558139535,34.72093023255814,109.2831,109.1464,1505.7366999999995,-4.31266149870801,-4.092506459948321,-2.257881136950905,-1.3875968992248033,-4.469300000000004,1.5978000000000065,-149.24339999999984,0.0,0,239,110,40,94,0.426,11,42.0,0.262,19,22,0.864,10.0,32.0,42.0,28,9.0,5,12,18,-10.0,1,240,120,46,85,0.541,11,31.0,0.355,17,24,0.708,7.0,40.0,47.0,31,8.0,4,16,18,10.0
